tv_show,episode,rating,year,total_votes,desc,genre,encoded_title,genre1,genre2,genre3
"Re: Zero, Starting Life in Another World",The Value of Life,9.6,2020,1081,"Subaru tries to escape The Sanctuary with the aid of Otto and Ram, he learns more about Beatrice.","Animation, Adventure, Drama",tt5607616,Animation,Adventure,Drama
The Shield,Family Meeting,9.6,2008,2996,"As Vic hopes his immunity deal will help keep his family together, and Shane takes extreme measures to keep his pregnant wife from being charged with murder, Dutch finds he's a suspect in ...                See full summary »","Crime, Drama, Thriller",tt0286486,Crime,Drama,Thriller
She-Ra and the Princesses of Power,Heart Part 2,9.6,2020,1583,Shadow Weaver and Catra attempt to reach Adora. Glimmer faces her father while Bow tries to evade Scorpia long enough to execute Entrapta's program.,"Animation, Action, Adventure",tt7745956,Animation,Action,Adventure
The Spectacular Spider-Man,Nature vs. Nurture,9.6,2008,1089,"After Peter turns down on offer to turn a blind eye on Mr. Lincoln's crimes, the black goo alien and Eddie eagerly accept, including their 'test': defeat Spiderman! Now aunt May is ...                See full summary »","Animation, Action, Adventure",tt0976192,Animation,Action,Adventure
She-Ra and the Princesses of Power,Save the Cat,9.6,2020,1393,"Adora surrenders herself to Horde Prime, hoping to buy time for Entrapta, Bow and Glimmer to rescue Catra and hack Horde Prime's server.","Animation, Action, Adventure",tt7745956,Animation,Action,Adventure
Zoey's Extraordinary Playlist,Zoey's Extraordinary Dad,9.6,2020,1189,Zoey is plagued by a feeling that something bad is going to happen.,"Comedy, Drama, Musical",tt10314462,Comedy,Drama,Musical
Vinland Saga,Lone Wolf,9.6,2019,1594,"Thorfinn begins his duel against Askeladd with Canute and Thorkell as witnesses. However, Thorfinn is unable to strike as he stands overwhelmed by the extraordinary mood that overtakes Askeladd after Bjorn's departure.","Animation, Action, Adventure",tt10233448,Animation,Action,Adventure
Vinland Saga,United Front,9.6,2019,1557,"Thorfinn is told to think about what he has to do to beat Thorkell. Askeladd treats Thorfinn's wounds so that he may fight again someday, and proposes a joint strategy to help the two of them survive longer.","Animation, Action, Adventure",tt10233448,Animation,Action,Adventure
Adventure Time: Distant Lands,Together Again,9.6,2021,1570,"Brings Finn and Jake together again, to rediscover their brotherly bond and embark on the most important adventure of their lives.","Animation, Action, Adventure",tt11165358,Animation,Action,Adventure
Anne with an E,The Better Feelings of My Heart,9.6,2019,2337,Anne steps into the next chapter of her life.,"Drama, Family",tt5421602,Drama,Family,
Dave,Jail,9.6,2020,1251,Dave is trapped in a prison of his own creation.,"Comedy, Music",tt8531222,Comedy,Music,
BoJack Horseman,Nice While It Lasted,9.6,2020,5520,A celebration brings people together.,"Animation, Comedy, Drama",tt3398228,Animation,Comedy,Drama
The Good Place,Whenever You're Ready,9.6,2020,4982,Michael works with the Joint Council of Afterlife Affairs to smooth out kinks in the system. Jason and Tahani move on. Eleanor tries to influence Chidi.,"Comedy, Drama, Fantasy",tt4955642,Comedy,Drama,Fantasy
How to Get Away with Murder,Are You the Mole?,9.6,2019,1882,"On the eve of graduation, Oliver gifts Connor, Michaela and Asher something unexpected. Elsewhere at the dean's cocktail party, Annalise learns some disturbing news. Michaela receives a ...                See full summary »","Crime, Drama, Mystery",tt3205802,Crime,Drama,Mystery
How to Get Away with Murder,Stay,9.6,2020,3267,"Annalise discovers there's a surprise witness that threatens her case. Meanwhile, Connor tries to persuade the K3 to go along with a new plan. Elsewhere, a lie between Frank and Bonnie ...                See full summary »","Crime, Drama, Mystery",tt3205802,Crime,Drama,Mystery
JoJo's Bizarre Adventure,King of Kings,9.6,2019,1066,The Stand arrow's rightful owner is finally revealed.,"Animation, Action, Adventure",tt2359704,Animation,Action,Adventure
Dark,An Endless Cycle,9.6,2019,13368,"Armed with a plan to prevent the apocalypse, Jonas travels to 2019. During the Nielsens' anniversary party, Ulrich sneaks off with Hannah.","Crime, Drama, Mystery",tt5753856,Crime,Drama,Mystery
JoJo's Bizarre Adventure,His Name is Diavolo,9.6,2019,1024,Bruno unknowingly leads Doppio to the Colosseum while the rest of the gang is searching for their leader.,"Animation, Action, Adventure",tt2359704,Animation,Action,Adventure
One Piece,Ikitai to Ie! Oretachi wa Nakama Da!!,9.6,2006,1605,"Since she was 8, Robin's life has been a constant struggle to survive. Everybody has told her that her existence was a crime, and now Luffy begs her to stay alive.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
JoJo's Bizarre Adventure,King Crimson vs. Metallica,9.6,2019,1082,"Doppio continues to fight against Risotto and his iron controlling Metallica. Doppio struggles against the powerful assassin, but is armed with King Crimson's Epitaph, which allows him to see the future.","Animation, Action, Adventure",tt2359704,Animation,Action,Adventure
Attack on Titan,The Other Side of the Wall,9.6,2019,16102,"The ceremony to honor the fallen soldiers has begun, and Eren discovers the truth behind his father's motive to kill the Reiss family. One year later, the Scouts begin their expedition beyond the wall to reach the boundary of their world.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
The Sopranos,The Blue Comet,9.6,2007,6478,The allegiance of those closest to Tony is put to the test. A case of mistaken identity has serious ramifications.,"Crime, Drama",tt0141842,Crime,Drama,
The Wire,-30-,9.6,2008,5130,Carcetti maps out a damage-control scenario with the police brass in the wake of a startling revelation from Pearlman and Daniels. Their choice: clean up the mess...or hide the dirt.,"Crime, Drama, Thriller",tt0306414,Crime,Drama,Thriller
Desperate Housewives,Bang,9.6,2006,1659,"The day begins just as every other... Except today, there will be a deadly hostage situation in a local supermarket.","Comedy, Drama, Mystery",tt0410975,Comedy,Drama,Mystery
Dexter,Born Free,9.6,2006,9655,"In the Season One finale, Dexter follows the clues left for him by the Ice Truck Killer in an effort to rescue his kidnapped loved one, while Rita's ex tries to convince her that Dexter is too dangerous to be around their children.","Crime, Drama, Mystery",tt0773262,Crime,Drama,Mystery
Avatar: The Last Airbender,The Crossroads of Destiny,9.6,2006,4769,The heroes work together to stop Azula's destructive plans; Zuko finds companionship in an unlikely source and learns the time has come to make an imperative choice about his future.,"Animation, Action, Adventure",tt0417299,Animation,Action,Adventure
Scrubs,My Lunch,9.6,2006,3373,"J.D. accidentally runs into Dr. Cox in a store, who both then run into annoying former suicidal patient Jill Tracy. Meanwhile Elliot and Carla do a little investigating and find out that ...                See full summary »","Comedy, Drama",tt0285403,Comedy,Drama,
Prison Break,Go,9.6,2006,6252,The team start the escape from the hole in Scofield's cell.,"Action, Crime, Drama",tt0455275,Action,Crime,Drama
The Wire,Middle Ground,9.6,2004,5141,The wire begins to yield information about the Barksdale organization. Stringer and Avon reminisce on how far they have come. McNulty finds the way to a key piece of the puzzle in an ...                See full summary »,"Crime, Drama, Thriller",tt0306414,Crime,Drama,Thriller
SpongeBob SquarePants,Chocolate with Nuts/Mermaidman and Barnacleboy V,9.6,2002,1666,Spongebob and Patrick sell chocolate bars to make money. / Barnacleboy turns evil to protest Mermaidman treating him like a child.,"Animation, Comedy, Family",tt0206512,Animation,Comedy,Family
SpongeBob SquarePants,Wet Painters/Krusty Krab Training Video,9.6,2002,1441,Spongebob and Patrick spill paint on Mr. Krabs' first dollar. / Instructional spoof episode of everything about the Krusty Krab Restauraunt.,"Animation, Comedy, Family",tt0206512,Animation,Comedy,Family
South Park,Scott Tenorman Must Die,9.6,2001,8503,Cartman plans an elaborate revenge when an older boy cons him out of money.,"Animation, Comedy",tt0121955,Animation,Comedy,
Six Feet Under,All Alone,9.6,2005,2545,"The family prepares for the worst funeral of their lives. Ruth makes things worse on David by taking out her pain on him until he stands up for himself, and Nate makes things worse for ...                See full summary »","Comedy, Drama",tt0248654,Comedy,Drama,
Seinfeld,The Opposite,9.6,1994,5221,George decides to turn his life around by doing the exact opposite of what he would usually do. Elaine is having a lot of bad luck. Jerry keeps breaking even. Kramer gets the coffee table book published.,Comedy,tt0098904,Comedy,,
Only Fools and Horses,The Jolly Boys' Outing,9.6,1989,1165,The Nag's Head regulars head to the seaside town of Margate for an eventful day trip.,Comedy,tt0081912,Comedy,,
House M.D.,Three Stories,9.6,2005,7190,"House's ex Stacy Warner asks him to treat her husband. House takes over a diagnostics class for a day and presents the class with three case studies of leg pain. As House tells his story and the class gradually fills up with listeners, the class learns a lot about how to be better doctors, and Chase, Foreman and Cameron learn some important details of House's past.","Drama, Mystery",tt0412142,Drama,Mystery,
Futurama,Jurassic Bark,9.6,2002,5556,Fry discovers the intact fossilized remains of his pet dog from his old life. The Professor reveals he can clone the animal.,"Animation, Adventure, Comedy",tt0149460,Animation,Adventure,Comedy
Frasier,The Ski Lodge,9.6,1998,1605,"Roz wins a weekend at a ski lodge, and trades it to Frasier. Daphne invites along her friend Annie, a swimsuit model. Frasier is taken with her, but she is interested in Niles.",Comedy,tt0106004,Comedy,,
Buffy the Vampire Slayer,Becoming: Part 2,9.6,1998,4515,Spike strikes an unlikely alliance with Buffy to keep Angel from destroying the world.,"Action, Drama, Fantasy",tt0118276,Action,Drama,Fantasy
Babylon 5,Severed Dreams,9.6,1996,1001,"When President Clark escalates his brutal repression of the people of the Earth Alliance, Captain Sheridan declares Babylon 5 independent.","Action, Adventure, Drama",tt0105946,Action,Adventure,Drama
Avatar: The Last Airbender,Zuko Alone,9.6,2006,4869,"As Zuko tries to make it by in exile without his uncle, he remembers how his father became Firelord and what happened to his mother.","Animation, Action, Adventure",tt0417299,Animation,Action,Adventure
Angel,Not Fade Away,9.6,2004,3186,"In the series finale, Angel reveals that his questionable moral behavior has been part of a bigger plan: to destroy The Circle of the Black Thorn and show the Senior Partners that the power...                See full summary »","Action, Drama, Fantasy",tt0162065,Action,Drama,Fantasy
Suits,One Last Con,9.5,2019,2847,"As the firm faces potential destruction, the partners must go all-in to save it.","Comedy, Drama",tt1632701,Comedy,Drama,
Mob Psycho 100,Cornered ~True Identity~,9.5,2019,1008,"After splitting up with Mob, Reigen starts doing a lot of the jobs on his own. He then gets an offer to appear on a TV program. Reigen is ecstatic and accepts the offer, but this was all a ...                See full summary »","Animation, Action, Comedy",tt5897304,Animation,Action,Comedy
One Piece,Finally Concluded - An Outcome of the Fierce Battle with Katakuri,9.5,2019,1332,Luffy and Katakuri both land simultaneous blows ending their battle with both of them on the ground. Pekoms helps Luffy by bringing Brulee to allow him to escape from the mirror world.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Grey's Anatomy,Silent All These Years,9.5,2019,2556,"When a trauma patient arrives at Grey Sloan, it forces Jo to confront her past. Meanwhile, Bailey and Ben have to talk to Tuck about dating.","Drama, Romance",tt0413573,Drama,Romance,
One Piece,Wake Up! The Color of Observation Able to Top the Strongest!,9.5,2019,1105,Luffy thinks back to the days he was training with Rayleigh. Many of the Big Mom pirates gather at cacao island. Luffy uses a new form of fourth gear.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,One Man's Determination! Katakuri's Deadly Big Fight!,9.5,2019,1507,"Katakuri notices Flampe has been shooting at Luffy, Katakuri then stabs himself as he wants an honorable victory. Chiffon convinces Bege to change course to a different island. Smoothie attacks the straw hats ship.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
